번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(백만원),액면가(원),통화구분,대표전화,주소,총카운트
1118,021080,에이티넘인베스트,116402,투자기관,"48,000,000","24,000,000,000","500",원(KRW),02  -555 -0781,서울 강남구 삼성동 168-26 제일빌딩 2층 ,2046
1119,089530,에이티세미콘,032601,반도체 제조업,"57,931,849","28,965,924,500","500",원(KRW),031-645-7534,경기도 이천시 마장면 서이천로 138 - ,2046
1120,182400,에이티젠,032101,기초 의약물질 및 생물학적 제제 제조업,"11,056,977","5,528,488,500","500",원(KRW),031-603-9217,"경기도 성남시 분당구 돌마로 172 정자동, 헬스케어혁신파크 1층및6층 ",2046
1121,073570,에이티테크놀러지,032902,특수 목적용 기계 제조업,"14,129,995","7,064,997,500","500",원(KRW),041-582-5700,충청남도 천안시 서북구 직산읍 4산단7로 17-15 -,2046
1122,043580,에임하이,074608,상품 종합 도매업,"23,710,156","11,855,078,000","500",원(KRW),032-500-7000,서울특별시 영등포구 영등포로 272 필링크타워 7층 (주)에임하이글로벌 ,2046
1123,214870,에치디프로,032604,통신 및 방송 장비 제조업,"5,882,914","2,941,457,000","500",원(KRW),032-683-7903,경기도 부천시 오정구 신흥로362번길 23 (내동) ,2046
1124,038870,에코바이오,064202,건물설비 설치 공사업,"8,916,941","4,458,470,500","500",원(KRW),02-3483-2900,서울 서초구 서초동 1302-7 토탈에코빌딩 ,2046
1125,086520,에코프로,032802,일차전지 및 축전지 제조업,"16,964,052","8,482,026,000","500",원(KRW),043-240-7700,충청북도 청주시 청원구 오창읍 과학산업2로 587-40 주식회사 에코프로 ,2046
1126,038110,에코플라스틱,033003,자동차 부품 제조업,"22,696,398","11,348,199,000","500",원(KRW),054-770-3255,경상북도 경주시  공단로69번길 30 에코플라스틱(주) ,2046
1127,073540,에프알텍,032604,통신 및 방송 장비 제조업,"11,400,000","5,700,000,000","500",원(KRW),031-478-2114,경기도 안양시 동안구  흥안대로 415 두산벤처다임 서관 1001호,2046
1128,064850,에프앤가이드,116601,금융지원 서비스업,"6,965,000","3,482,500,000","500",원(KRW),02-769-7700,서울특별시 영등포구 의사당대로 143 (여의도동) 4층,2046
1129,036810,에프에스티,032602,전자부품 제조업,"16,391,611","8,195,805,500","500",원(KRW),031-370-0700,경기도 화성시 동탄면 동탄산단6길 15-23 에프에스티,2046
1130,173940,에프엔씨엔터,105902,오디오물 출판 및 원판 녹음업,"14,364,880","7,182,440,000","500",원(KRW),070-4659-2584,서울시 강남구 청담동 111 ,2046
1131,065160,에프티이앤이,032005,화학섬유 제조업,"53,171,106","26,585,553,000","500",원(KRW),02-3489-3300,서울특별시 서초구 효령로 23-1 ,2046
1132,054940,엑사이엔씨,064204,실내건축 및 건축마무리 공사업,"33,173,548","16,586,774,000","500",원(KRW),(02) 3289-5100,서울특별시 구로구  디지털로 288 ,2046
1133,950130,엑세스바이오,032103,의료용품 및 기타 의약관련제품 제조업,"27,064,930","0","0",미국달러(USD),1-732-873-4040,"65 Clyde Road Suite A Somerset NJ 08873, USA ",2046
1134,205100,엑셈,105802,소프트웨어 개발 및 공급업,"28,576,285","2,857,628,500","100",원(KRW),02-6203-6300,"서울특별시 강서구 양천로 583 에이동 1208호(염창동, 우림비즈니스센터)",2046
1135,092870,엑시콘,032902,특수 목적용 기계 제조업,"8,883,500","4,441,750,000","500",원(KRW),031-696-3100,"경기도 성남시 분당구 판교로 255번길 28, 7층(삼평동, 디에이치케이솔루션빌딩) &nbsp",2046
1136,067570,엔브이에이치코리아,033003,자동차 부품 제조업,"28,722,222","14,361,111,000","500",원(KRW),054-779-1822,울산광역시 북구 모듈화산업로 207-14엔브이에이치코리아(주) ,2046
1137,036570,엔씨소프트,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개서비스업","21,929,022","10,964,511,000","500",원(KRW),02-2186-3300,서울특별시 강남구 테헤란로 509(삼성동) ,2046
1138,054340,엔알케이,032604,통신 및 방송 장비 제조업,"16,800,000","8,400,000,000","500",원(KRW),054-979-3320,서울특별시 영등포구  선유로 27 대륭오피스텔 1111gh,2046
1139,217820,엔에스,032902,특수 목적용 기계 제조업,"4,900,000","2,450,000,000","500",원(KRW),043-218-7056,충청북도 청주시 청원구 오창읍 각리1길 27 ,2046
1140,095300,엔에스브이,032901,일반 목적용 기계 제조업,"11,607,136","5,803,568,000","500",원(KRW),051-832-1560,부산광역시 강서구  화전산단6로32번길 17 ,2046
1141,138250,엔에스쇼핑,074709,무점포 소매업,"3,369,600","16,848,000,000","5,000",원(KRW),02-6336-1516,경기도 성남시 분당구 판교로228번길 15 ,2046
1142,224760,엔에스컴퍼니,064102,토목 건설업,"3,939,700","1,969,850,000","500",원(KRW),052-289-2888,경상북도 경주시 외동읍 구어2산단로 127 -,2046
1143,207720,엔에이치SL스팩,116601,금융지원 서비스업,"2,505,000","250,500,000","100",원(KRW),02-750-5744,"서울특별시 영등포구 여의대로 60, 9층(여의도동) ",2046
1144,198440,엔에이치스팩3호,116601,금융지원 서비스업,"7,000,000","700,000,000","100",원(KRW),02-750-5644,"서울특별시 영등포구 여의대로 60 (여의도동, 9층) ",2046
1145,215790,엔에이치스팩5호,116601,금융지원 서비스업,"7,000,000","700,000,000","100",원(KRW),02-750-5644,서울특별시 영등포구 여의대로 60 NH투자증권 8층 &nbsp,2046
1146,217810,엔에이치스팩7호,116601,금융지원 서비스업,"4,830,000","483,000,000","100",원(KRW),,"서울특별시 영등포구 여의대로 60, 8층 ",2046
1147,218410,엔에이치스팩8호,116601,금융지원 서비스업,"6,830,000","683,000,000","100",원(KRW),02-750-5641,"서울특별시 영등포구 여의대로 60, 8층 ",2046
1148,225570,엔에이치스팩9호,116601,금융지원 서비스업,"9,050,000","905,000,000","100",원(KRW),02-750-5644,"서울특별시 영등포구 여의대로 60(여의도동, 8층) ",2046
1149,183490,엔지켐생명과학,032101,기초 의약물질 및 생물학적 제제 제조업,"6,494,242","3,247,121,000","500",원(KRW),042-864-2845,대전광역시 유성구 문지로 193 (문지동) 103-6 KAIST ICC F741호,2046
1150,085310,엔케이,032501,"구조용 금속제품, 탱크 및 증기발생기 제조업","48,983,352","24,491,676,000","500",원(KRW),051-204-2211,부산광역시 강서구 녹산산단17로 113(주)엔케이 ,2046
1151,206400,엔터메이트,105802,소프트웨어 개발 및 공급업,"26,195,036","2,619,503,600","100",원(KRW),02-3461-2150,"서울특별시 서초구 남부순환로 2634-27 성원빌딩 1층, 2층",2046
1152,069410,엔텔스,105802,소프트웨어 개발 및 공급업,"6,899,227","3,449,613,500","500",원(KRW),02-3218-1200,"서울특별시 강남구 학동로 401 15층(청담동, 금하빌딩)",2046
1153,068150,엔티피아,064204,실내건축 및 건축마무리 공사업,"72,069,142","36,034,571,000","500",원(KRW),031-278-0797,"경기도 수원시 권선구 오목천로 132번길 33,810호,811호(고색동, 휴먼스카이밸리) ",2046
1154,004250,엔피씨,032202,플라스틱제품 제조업,"36,720,000","21,000,000,000","500",원(KRW),031-362-2851,경기도 안산시 단원구  해안로 289 엔피씨(주) ,2046
1155,048830,엔피케이,032003,합성고무 및 플라스틱 물질 제조업,"12,923,923","6,461,961,500","500",원(KRW),031-730-0650,경기도 성남시 중원구  갈마치로 215 금강펜테리움IT타워 A-708,2046
1156,096870,엘디티,032601,반도체 제조업,"6,678,400","3,339,200,000","500",원(KRW),041-520-7300,충청남도 천안시 서북구  한들1로 126-33 ,2046
1157,061970,엘비세미콘,032601,반도체 제조업,"43,784,592","21,892,296,000","500",원(KRW),031-680-1600,경기도 평택시 청북면 청북산단로 138 ,2046
1158,138690,엘아이에스,032902,특수 목적용 기계 제조업,"12,421,196","6,210,598,000","500",원(KRW),070-7162-7205,경기도 의왕시  경수대로391번길 14 (주)엘티에스 ,2046
1159,208140,엘아이지스팩 2호,116601,금융지원 서비스업,"2,710,000","271,000,000","100",원(KRW),02-6923-7426,"서울특별시 영등포구 국제금융로2길 25(여의도동, 한진해운빌딩) ",2046
1160,220260,엘아이지이에스스팩,116601,금융지원 서비스업,"3,020,000","302,000,000","100",원(KRW),02-6923-7293,서울특별시 영등포구  국제금융로2길 25 ,2046
1161,066970,엘앤에프,032802,일차전지 및 축전지 제조업,"20,956,265","10,478,132,500","500",원(KRW),(053)592-7300,대구광역시 달서구  달서대로91길 120 ,2046
1162,156100,엘앤케이바이오,032701,의료용 기기 제조업,"8,872,672","4,436,336,000","500",원(KRW),02-1600-0841,경기도 용인시 기흥구 동백중앙로16번길 16-25 대우프론티어밸리 Ⅰ 201호,2046
1163,073110,엘엠에스,032703,"안경, 사진장비 및 기타 광학기기 제조업","8,895,755","4,522,877,500","500",원(KRW),031-421-2345,경기도 평택시 진위면 진위산단로 53-73 ,2046
1164,083310,엘오티베큠,032902,특수 목적용 기계 제조업,"11,450,049","5,725,024,500","500",원(KRW),031-677-4431,경기도 안성시 공단1로 68 ,2046
1165,037950,엘컴텍,032602,전자부품 제조업,"82,667,519","41,333,759,500","500",원(KRW),031-379-5258,경기 평택시 진위면 갈곶리 110-1 ,2046
1166,170920,엘티씨,032001,기초화학물질 제조업,"6,830,288","3,415,144,000","500",원(KRW),031-383-6525,"경기도 안양시 동안구  평촌대로 212 55, 6층",2046
1167,183350,엘피케이,032902,특수 목적용 기계 제조업,"3,720,670","1,860,335,000","500",원(KRW),032-341-1645,인천광역시 계양구 아나지로 402 인천광역시 계양구 아나지로 402(작전동),2046
1168,058630,엠게임,105802,소프트웨어 개발 및 공급업,"19,107,750","9,553,875,000","500",원(KRW),02-523-5854,서울특별시 금천구  가산디지털1로 145 에이스하이엔드타워3차 ,2046
1169,019590,엠벤처투자,116402,투자기관,"98,453,756","49,226,878,000","500",원(KRW),02  -6000-5537,서울특별시 강남구  테헤란로87길 36 도심공항타워 2503호,2046
1170,097520,엠씨넥스,032605,영상 및 음향기기 제조업,"8,998,218","4,499,109,000","500",원(KRW),02-2025-3600,"서울특별시 금천구  디지털로9길 47 (가산동, 한신IT타워2차 11층) ",2046
1171,009780,엠에스씨,031007,기타 식품 제조업,"880,000","4,400,000,000","5,000",원(KRW),055 -389 -1001,경남 양산시 웅상읍 소주리 439-13 ,2046
1172,123040,엠에스오토텍,033003,자동차 부품 제조업,"14,072,176","7,036,088,000","500",원(KRW),054-7701810,경상북도 경주시  내남면 포석로 16-9 ,2046
1173,074150,엠제이비,064202,건물설비 설치 공사업,"28,994,741","14,497,370,500","500",원(KRW),02-501-3726,제주특별자치도 제주시 노형로 397 금강빌딩 6층,2046
1174,032790,엠젠플러스,074605,기계장비 및 관련 물품 도매업,"10,502,030","5,251,015,000","500",원(KRW),02-3412-8777,서울시 강남구 영동대로 333(대치동) 일동빌딩 10층 ,2046
1175,180400,엠지메드,032701,의료용 기기 제조업,"2,084,320","1,042,160,000","500",원(KRW),02-890-8700,"서울특별시 금천구 디지털로 173, 1003 ",2046
1176,033160,엠케이전자,032602,전자부품 제조업,"21,807,689","10,903,844,500","500",원(KRW),031-330-1900,경기도 용인시 처인구 포곡읍 금어로 405 엠케이전자 ,2046
1177,069640,엠케이트렌드,074704,"섬유, 의복, 신발 및 가죽제품 소매업","12,649,515","6,324,757,500","500",원(KRW),02-2142-5000,서울특별시 강남구  논현로 633 ,2046
1178,050540,엠피씨,147509,기타 사업지원 서비스업,"20,286,141","10,143,070,500","500",원(KRW),02-3401-4114,서울특별시 강남구  광평로 280 로즈데일오피스텔 9층,2046
1179,115960,연우,032202,플라스틱제품 제조업,"12,398,000","6,199,000,000","500",원(KRW),032-575-8811,인천광역시 서구 가좌로84번길 13 &nbsp,2046
1180,090740,연이정보통신,032602,전자부품 제조업,"16,000,000","8,000,000,000","500",원(KRW),041-620-1500,충청남도 천안시 서북구  직산읍 4산단6길 77 ,2046
1181,193250,영백씨엠,032602,전자부품 제조업,"2,693,705","1,346,852,500","500",원(KRW),02-591-1310,서울특별시 서초구 서초대로55길 3 애니빌딩 3층 ,2046
1182,014440,영보화학,032202,플라스틱제품 제조업,"20,000,000","10,000,000,000","500",원(KRW),042-822-0603,충청북도 청주시 흥덕구 강내면 서부로 230-23 ,2046
1183,007530,영신금속,032509,기타 금속가공제품 제조업,"6,292,968","3,146,484,000","500",원(KRW),02  -855 -6960,경기도 평택시  포승읍 포승공단로118번길 118 ,2046
1184,143540,영우디에스피,032902,특수 목적용 기계 제조업,"5,957,233","2,978,616,500","500",원(KRW),031-322-4871,경기도 용인시 처인구 모현면 초부로 132-9 ,2046
1185,111770,영원무역,074608,상품 종합 도매업,"44,311,468","22,155,734,000","500",원(KRW),390-6114,서울특별시 중구  만리재로 159 ,2046
1186,009970,영원무역홀딩스,137105,"회사본부, 지주회사 및 경영컨설팅 서비스업","13,635,592","6,817,796,000","500",원(KRW),02-390-6000,서울특별시 중구 만리재로 159 (주)영원무역,2046
1187,036180,영인프런티어,074605,기계장비 및 관련 물품 도매업,"17,600,341","8,800,170,500","500",원(KRW),02-2140-3300,"서울특별시 금천구 벚꽃로 244 1101호(가산동, 벽산디지털밸리5차)",2046
1188,003520,영진약품공업,032102,의약품 제조업,"177,620,000","88,810,000,000","500",원(KRW),02-2041-8200,서울 강동구 천호3동 451-20 영진약품공업(주),2046
1189,000670,영풍,032402,1차 비철금속 제조업,"1,842,040","9,210,200,000","5,000",원(KRW),02-519-3314,서울특별시 강남구  강남대로 542 ,2046
1190,036560,영풍정밀,032901,일반 목적용 기계 제조업,"15,750,000","7,875,000,000","500",원(KRW),02-519-3523,서울특별시 강남구 강남대로 542 ,2046
1191,006740,영풍제지,031702,"골판지, 종이 상자 및 종이 용기 제조업","22,200,000","11,100,000,000","500",원(KRW),031-660-8200,경기도 평택시 진위면 서탄로 9 ,2046
1192,012280,영화금속,033003,자동차 부품 제조업,"45,451,006","23,597,333,000","500",원(KRW),055-551-7500,경상남도 창원시 진해구  남의로 57 (남양동) ,2046
1193,012160,영흥철강,032401,1차 철강 제조업,"78,389,202","39,194,601,000","500",원(KRW),02-2077-8522,충청남도 보령시 주교면 관창공단길 50 -,2046
1194,036000,예림당,105801,"서적, 잡지 및 기타 인쇄물 출판업","23,034,277","11,617,138,500","500",원(KRW),02-566-1004,서울시 성동구 아차산로 153
(성수동2가, 예림출판문화센터) ,2046
1195,053280,예스24,074709,무점포 소매업,"17,200,000","8,600,000,000","500",원(KRW),02-3215-9100,서울특별시 영등포구 은행로 11 ,2046
1196,015360,예스코,043502,가스 제조 및 배관공급업,"6,000,000","30,000,000,000","5,000",원(KRW),02-1644-3030,서울특별시 성동구  자동차시장길 23 ,2046
1197,122640,예스티,032902,특수 목적용 기계 제조업,"4,327,321","2,163,660,500","500",원(KRW),031-612-3337,경기도 평택시 진위면 삼남로 654 &nbsp,2046
1198,179720,옐로페이,105802,소프트웨어 개발 및 공급업,"11,250,000","5,625,000,000","500",원(KRW),02-6354-9115,"서울특별시 강남구 역삼로 415서울특별시 강남구 역삼로 415, 5층(대치동, 성진빌딩) ",2046
1199,045060,오공,032004,기타 화학제품 제조업,"11,521,974","5,760,987,000","500",원(KRW),032 -822 -5050,인천광역시 남동구  함박뫼로 341 ,2046
1200,080520,오디텍,032601,반도체 제조업,"11,746,609","5,873,304,500","500",원(KRW),063-263-7626,전라북도 완주군 봉동읍 완주산단5로 87 ,2046
1201,007310,오뚜기,031007,기타 식품 제조업,"3,440,000","17,200,000,000","5,000",원(KRW),031-421-2122,경기도 안양시 동안구  흥안대로 405 ,2046
1202,039830,오로라,137302,전문디자인업,"10,762,890","5,381,445,000","500",원(KRW),02  -3420-4114,서울특별시 강남구 테헤란로 624 오로라빌딩 ,2046
1203,046120,오르비텍,137209,기타 과학기술 서비스업,"12,422,200","6,211,100,000","500",원(KRW),02-852-2223,"서울특별시 금천구 범안로 1130 8층(가산동, 가산디지털엠파이어)",2046
1204,014940,오리엔탈정공,033101,선박 및 보트 건조업,"40,545,960","20,272,980,000","500",원(KRW),(051)202-0101,부산광역시 강서구  녹산산단289로 6 오리엔탈정공,2046
1205,002630,오리엔트바이오,032102,의약품 제조업,"155,299,535","77,649,767,500","500",원(KRW),031-730-6036,경기 성남시 중원구 상대원동 143-1,2046
1206,065500,오리엔트정공,033003,자동차 부품 제조업,"22,143,627","11,071,813,500","500",원(KRW),031-730-6707,경상북도 구미시 수출대로 9-1 26-5(공단동),2046
1207,001800,오리온,031007,기타 식품 제조업,"5,976,091","29,880,455,000","5,000",원(KRW),02-710-6000,서울특별시 용산구  백범로90다길 13 (주)오리온 ,2046
1208,010470,오리콤,137103,광고업,"11,283,750","11,283,750,000","1,000",원(KRW),02-510-4077,서울특별시 강남구  언주로 726 두산빌딩 ,2046
1209,053980,오상자이엘,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","17,747,882","8,873,941,000","500",원(KRW),032-524-0700,인천 부평구 부평동 604-15 ,2046
1210,052420,오성엘에스티,032001,기초화학물질 제조업,"123,955,580","62,039,074,000","500",원(KRW),041-583-8780,충청남도 아산시  음봉면 산동로 433-31 ,2046
1211,039200,오스코텍,032102,의약품 제조업,"25,281,966","12,640,983,000","500",원(KRW),031-628-7613,"경기도 성남시 분당구  대왕판교로 700 A-901(삼평동,코리아바이오파크)",2046
1212,031510,오스템,033003,자동차 부품 제조업,"26,000,000","13,000,000,000","500",원(KRW),041 -559 -2340,충청남도 천안시 동남구 수신면 수신로 739 ,2046
1213,048260,오스템임플란트,032701,의료용 기기 제조업,"14,285,717","7,142,858,500","500",원(KRW),02-2016-7000,서울 금천구 가산동426-5 월드메르디앙벤처센터2차8층 ,2046
1214,138080,오이솔루션,032604,통신 및 방송 장비 제조업,"5,179,610","2,589,805,000","500",원(KRW),062-602-7631,광주광역시 북구 첨단연신로30번길 53 -,2046
1215,080580,오킨스전자,032602,전자부품 제조업,"6,200,000","3,100,000,000","500",원(KRW),031-460-3500,"경기도 의왕시 오전공업길 13, 6층 (오전동, 벽산선영테크노피아) &nbsp",2046
1216,067170,오텍,033002,자동차 차체 및 트레일러 제조업,"11,428,214","5,714,107,000","500",원(KRW),02-2628-0660,충청남도 예산군  고덕면 예덕로 1033-36 ,2046
1217,049480,오픈베이스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","31,422,383","15,711,191,500","500",원(KRW),02  -3404-5601,"서울특별시 서초구  매헌로 16 (양재동, 하이브랜드 리빙관4층)",2046
1218,057540,옴니시스템,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","40,679,015","20,339,507,500","500",원(KRW),031-883-5400,경기도 여주군  가남면 연삼로 284 ,2046
1219,057680,옴니텔,105802,소프트웨어 개발 및 공급업,"15,815,404","7,907,702,000","500",원(KRW),070-7605-6117,서울특별시 구로구  디지털로 288 3층(구로동),2046
1220,123010,옵토팩,032602,전자부품 제조업,"3,708,352","1,854,176,000","500",원(KRW),043-218-7866,충청북도 청주시 흥덕구 옥산면 과학산업1로 114 ,2046
1221,082210,옵트론텍,032703,"안경, 사진장비 및 기타 광학기기 제조업","20,168,748","10,084,374,000","500",원(KRW),(042)360-1510,경상남도 창원시 의창구 평산로8번길 19-15 (팔용동),2046
1222,109080,옵티시스,032604,통신 및 방송 장비 제조업,"5,636,000","2,818,000,000","500",원(KRW),031-719-8033,경기도 성남시 분당구 성남대로 331번길 8,16층
(정자동, 분당인텔리지1) ,2046
1223,052770,와이디온라인,105802,소프트웨어 개발 및 공급업,"22,181,700","11,090,850,000","500",원(KRW),02-3475-2900,서울특별시 강남구  학동로97길 20 ,2046
1224,010600,와이비로드,074601,상품 중개업,"15,249,884","7,624,942,000","500",원(KRW),02-6902-1300,서울특별시 강남구  선릉로 433 세방빌딩 신관6층 (주)와이비로드,2046
1225,122990,와이솔,032602,전자부품 제조업,"19,325,267","9,662,633,500","500",원(KRW),070-7837-6240,경기도 오산시 가장로 531-7(가장동) ,2046
1226,067900,와이엔텍,053802,폐기물 처리업,"14,342,803","7,171,401,500","500",원(KRW),061-690-6933,전라남도 여수시  여수산단로 1232 ,2046
1227,155650,와이엠씨,032602,전자부품 제조업,"9,865,093","4,932,546,500","500",원(KRW),041-538-5200,충청남도 아산시  둔포면 아산밸리중앙로 154-25 ,2046
1228,019210,와이지-원,032509,기타 금속가공제품 제조업,"24,013,230","12,006,615,000","500",원(KRW),032 -526 -0909,인천 부평구 청천동 68번지 ,2046
1229,122870,와이지엔터테인먼트,105902,오디오물 출판 및 원판 녹음업,"15,051,204","7,525,602,000","500",원(KRW),02-3142-1104,서울특별시 마포구  희우정로1길 3 ,2046
1230,079000,와토스코리아,032202,플라스틱제품 제조업,"6,300,000","3,150,000,000","500",원(KRW),061-392-3685,전라남도 장성군  동화면 전자농공단지1길 31 ,2046
1231,900180,완리,137105,"회사본부, 지주회사 및 경영컨설팅 서비스업","90,088,249","452,169,836","0",중국위안(CNY),86-139-6039-7789,홍콩 센트럴 코넛플레이스 1번지 자덴하우스  32층 3201호,2046
1232,089230,용현BM,032401,1차 철강 제조업,"18,372,196","9,186,098,000","500",원(KRW),055-379-2100,경상남도 양산시 북정공단1길 84 용현비엠 주식회사,2046
1233,114630,우노앤컴퍼니,032005,화학섬유 제조업,"13,573,965","6,886,982,500","500",원(KRW),063-261-7555,전라북도 완주군  봉동읍 완주산단3로 158-15 우노앤컴퍼니 ,2046
1234,032820,우리기술,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","76,854,454","38,427,227,000","500",원(KRW),02  -2102-5100,"서울특별시 마포구 월드컵북로56길 9 4층(상암동, 우리기술빌딩)",2046
1235,041190,우리기술투자,116409,기타 금융업,"84,000,000","42,000,000,000","500",원(KRW),02-2008-3100,서울특별시 강남구  테헤란로 522 ,2046
1236,115440,우리넷,032604,통신 및 방송 장비 제조업,"6,365,710","3,182,855,000","500",원(KRW),031-276-5101,경기도 안양시 동안구 시민대로 353(관양동) ,2046
1237,004720,우리들제약,032102,의약품 제조업,"9,427,358","4,713,679,000","500",원(KRW),02-2194-3532,경기 화성시 향남면 상신리 향남제약공단 902-5,2046
1238,118000,우리들휴브레인,074605,기계장비 및 관련 물품 도매업,"17,530,676","8,765,338,000","500",원(KRW),2194-3535,경기도 화성시 향남읍 제약공단2길 50 -,2046
1239,046970,우리로,032604,통신 및 방송 장비 제조업,"16,922,032","8,461,016,000","500",원(KRW),062-602-8100,광주광역시 광산구  평동산단6번로 102-22 ,2046
1240,215360,우리산업,033003,자동차 부품 제조업,"9,132,163","4,566,081,500","500",원(KRW),031-201-6522,경기도 용인시 기흥구 지삼로 89 ,2046
1241,072470,우리산업홀딩스,033003,자동차 부품 제조업,"18,887,341","9,443,670,500","500",원(KRW),031)201-6522,경기도 용인시 기흥구 지삼로 89 ,2046
1242,000030,우리은행,116401,은행 및 저축기관,"676,000,000","3,381,391,855,000","5,000",원(KRW),02-2002-3000,서울특별시 중구 소공로 51 ,2046
1243,153490,우리이앤엘,032601,반도체 제조업,"49,900,000","24,950,000,000","500",원(KRW),031-599-3143,경기도 안산시 단원구  성곡로 79 ,2046
1244,082850,우리이티아이,032804,전구 및 조명장치 제조업,"41,452,323","20,726,161,500","500",원(KRW),031-494-8828,"경기도 안산시 단원구 성곡로 79 (성곡동,608블럭30롯트)",2046
1245,037400,우리조명,032804,전구 및 조명장치 제조업,"24,923,346","12,461,673,000","500",원(KRW),031 -492 -1012,경기도 안산시 단원구  성곡로 79 ,2046
1246,010050,우리종금,116409,기타 금융업,"474,203,406","237,101,703,000","500",원(KRW),062-221-6600,광주광역시 동구 금남로 182 (금남로5가),2046
1247,101170,우림기계,032901,일반 목적용 기계 제조업,"13,500,000","6,750,000,000","500",원(KRW),055-260-0300,경상남도 창원시 성산구  남면로 613 우림기계 ,2046
1248,006980,우성사료,031006,"곡물가공품, 전분 및 전분제품 제조업","30,900,000","15,450,000,000","500",원(KRW),042-670-1724,대전광역시 대덕구 한밭대로 1027 ,2046
1249,194610,우성아이비,033309,그외 기타 제품 제조업,"13,208,025","1,320,802,500","100",원(KRW),032-550-1000,인천광역시 부평구 평천로 251 -,2046
1250,066590,우수AMS,033003,자동차 부품 제조업,"16,994,599","8,497,299,500","500",원(KRW),(055)2745011,경남 창원시 신촌동 192-4번지 ,2046
1251,017370,우신시스템,032902,특수 목적용 기계 제조업,"16,420,181","8,210,090,500","500",원(KRW),031-496-6114,서울특별시 영등포구  영등포로 20 ,2046
1252,046940,우원개발,064201,기반조성 및 시설물 축조관련 전문공사업,"14,650,592","7,325,296,000","500",원(KRW),02-3490-1996,서울특별시 서초구  서초대로 254 오퓨런스빌딩 18층,2046
1253,052270,우전앤한단,032602,전자부품 제조업,"28,728,282","14,651,641,000","500",원(KRW),02  -3453-0999,서울특별시 금천구 가산디지털1로 33-23 (가산동),2046
1254,065680,우주일렉트로,032602,전자부품 제조업,"9,934,220","4,967,110,000","500",원(KRW),031-371-3700,경기도 화성시  양감면 초록로532번길 61 ,2046
1255,105840,우진,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","17,360,000","8,680,000,000","500",원(KRW),031-379-3114,경기도 화성시 동부대로970번길 110 ,2046
1256,018620,우진비앤지,032102,의약품 제조업,"9,750,816","4,875,408,000","500",원(KRW),02)795-2361,경기도 화성시 양감면 정문송산로 230 ,2046
1257,049800,우진플라임,032902,특수 목적용 기계 제조업,"10,000,000","5,000,000,000","500",원(KRW),043-540-9000,충청북도 보은군 장안면 우진플라임로 100 본관동,2046
1258,016880,웅진,137105,"회사본부, 지주회사 및 경영컨설팅 서비스업","60,070,918","32,285,459,000","500",원(KRW),02-2076-4701,서울특별시 종로구 창경궁로 120 종로플레이스빌딩,2046
1259,095720,웅진씽크빅,168501,초등 교육기관,"34,621,165","17,310,582,500","500",원(KRW),031-956-7000,경기도 파주시  회동길 20 ,2046
1260,103130,웅진에너지,032601,반도체 제조업,"108,075,159","54,037,579,500","500",원(KRW),042-939-8114,대전광역시 유성구  테크노2로 37 (관평동),2046
1261,005820,원림,031303,편조원단 및 편조제품 제조업,"2,200,000","11,000,000,000","5,000",원(KRW),02-523-9236,서울특별시 서초구  남부순환로 2495 원림빌딩 9층 ,2046
1262,032940,원익,074605,기계장비 및 관련 물품 도매업,"12,634,432","6,317,216,000","500",원(KRW),02  -555 -4939,경기도 성남시 분당구 판교로255번길 20 원익빌딩 ,2046
1263,030530,원익IPS,032902,특수 목적용 기계 제조업,"80,500,626","40,250,313,000","500",원(KRW),031-8047-7000,경기도 평택시 칠괴길 78-40 78-40, Chilgoe-gil, Pyeongtaek-si, Gyeonggi-
do, Korea ,2046
1264,074600,원익QnC,032301,유리 및 유리제품 제조업,"13,144,000","6,572,000,000","500",원(KRW),054-472-6138,경북 구미시 구포동 637 ,2046
1265,104830,원익머트리얼즈,032001,기초화학물질 제조업,"6,191,200","3,095,600,000","500",원(KRW),043-210-4300,충청북도 청원군  오창읍 과학산업3로 112 ,2046
1266,014190,원익큐브,074607,기타 전문 도매업,"27,399,906","13,699,953,000","500",원(KRW),02-530-8800,경기도 성남시 분당구  판교로255번길 20 원익빌딩,2046
1267,012620,원일특강,032401,1차 철강 제조업,"4,400,000","2,200,000,000","500",원(KRW),031-434-1221,"경기도 시흥시  공단2대로256번길 4 (정왕동, 시화공단3바104)",2046
1268,216280,원텍,032701,의료용 기기 제조업,"3,990,000","1,995,000,000","500",원(KRW),042-934-6802,대전광역시 유성구 테크노8로 64(용산동) ,2046
1269,008370,원풍,032202,플라스틱제품 제조업,"12,000,000","6,000,000,000","500",원(KRW),02-3665-5321,서울특별시 강서구 공항대로 343 원풍빌딩 9층,2046
1270,008290,원풍물산,031401,봉제의복 제조업,"36,848,572","18,424,286,000","500",원(KRW),02-569-0433(#310),인천 서구 가좌동 539-3 ,2046
